GN	Protein Accession #	sig126	sig127N	sig127C	sig128N	sig128C	sig129N	sig129C	sig130N	sig130C	sig131
Eif2b1	sp|Q99LC8|EI2BA_MOUSE	442410.753687239	450872.454474801	465764.209448425	448126.553572004	490154.555725106	508278.265704826	440563.20331257	395864.313270528	409563.903040622	374305.782877666
Stx4	sp|P70452|STX4_MOUSE	452637.487330378	403616.522420557	442557.611206275	361286.350392821	450702.789996497	405482.871382061	436311.168377	330688.183414737	351408.371721585	329353.092954871
Gpsm1	sp|Q6IR34|GPSM1_MOUSE	715980.449642465	762101.982348698	637411.760245415	630424.374515725	686700.545974208	681007.377734141	624776.344695554	641186.436923951	618469.368439648	681278.645208507
Fth1	sp|P09528|FRIH_MOUSE	210319.613168486	231984.466195155	258353.639155902	284915.275421399	201350.123945593	229050.481089807	224149.061054663	311255.404027161	271924.497863996	289367.54374461
Cnpy2	sp|Q9QXT0|CNPY2_MOUSE	493014.53712952	494236.553579519	516813.52535707	487772.431115224	515277.592630979	519340.512702341	485687.724817237	237887.585436305	235370.384401338	262110.184495999
Ftl1	sp|P29391|FRIL1_MOUSE	156816.221227736	204369.119632214	216266.797676661	179718.334835623	129214.278162875	150471.075530476	115883.496289706	76930.6528580299	76597.6651373254	74139.8318582987
Prune	sp|Q8BIW1|PRUNE_MOUSE	413083.018390228	401361.437944759	396852.928215475	405421.354662062	367673.114453183	356065.355058935	361463.51791524	404891.739713619	420596.667630509	428158.183976237
Gria3	sp|Q9Z2W9|GRIA3_MOUSE	2041378.66502986	1944855.85445413	1762816.22996806	2420079.74004525	2405988.09030794	2210391.73941273	2261815.28674857	4186434.58252762	3880841.43766405	4149540.59192957
Ermp1	sp|Q3UVK0|ERMP1_MOUSE	1146331.58274367	1048377.24366358	1198002.79412389	1043054.3600549	1515289.0476587	1589868.84094471	1239874.37645544	721832.178774658	757497.976557304	733154.838152664
Nagk	sp|Q9QZ08|NAGK_MOUSE	551305.067587583	563413.230480083	521663.409509792	578050.579615265	507920.016870068	504133.721369775	547132.029519627	602314.461429361	617973.279391863	660081.959205038
Exoc5	sp|Q3TPX4|EXOC5_MOUSE	704501.840715011	682676.418966479	727816.367673974	716796.834581309	692590.171600405	659359.060217869	687365.457244559	787789.203343769	806947.398365957	799358.26981779
Golga2	sp|Q921M4|GOGA2_MOUSE	502530.211736504	521378.087443923	532477.614890798	496596.755383655	524731.166797775	558358.360842203	471575.778694206	399382.504495685	402736.18204004	395322.148708324
Golga2	tr|E9PUQ5|E9PUQ5_MOUSE	503855.042171881	522643.631549415	531035.830167496	497605.431091651	525528.891409718	557093.547679009	471575.778694206	399345.951616668	403734.02552643	394703.201068171
Mob1a	sp|Q921Y0|MOB1A_MOUSE	289011.705167078	286697.871214404	302250.698132343	270551.725101713	328431.23318443	328208.51591821	322926.395955721	177812.483008584	192661.264961955	184445.968035987
Thtpa	sp|Q8JZL3|THTPA_MOUSE	475427.488784247	457140.365476191	468672.45162378	466441.829937893	428587.119402974	416920.016424726	461209.663848944	490944.858634572	500071.79897081	498048.80344975
Ncoa5	sp|Q91W39|NCOA5_MOUSE	397059.279821763	417050.830512008	396961.101396933	400279.587030327	494216.501003925	504580.489215482	385209.731804118	339601.571199975	342441.289345594	338698.073615484
Ncoa5	tr|B7ZC24|B7ZC24_MOUSE	243688.987391396	259042.866573913	234196.872320555	216764.27129999	311074.35691506	303811.841044622	231273.59962602	191433.119064069	208021.510861129	199795.385201167
Bak1	sp|O08734|BAK_MOUSE	111358.724796047	112605.827724008	126276.900318293	114089.565931081	154083.582959035	173123.065513816	130585.981541296	66503.0512824323	66319.4523990248	70508.077078794
Bak1	tr|E9QM21|E9QM21_MOUSE	110324.401876121	109842.759890732	125856.721188771	113515.395445451	149396.257682324	156416.983606873	128499.745483803	70614.7342733751	71469.0432305611	76724.9762340829
Kcnj16	sp|Q9Z307|KCJ16_MOUSE	112512.537287921	126340.318703796	106157.382788478	111899.136980596	211708.871012732	263230.553747587	209815.254397395	105405.552042735	98418.0757370883	107248.51593591
Cd74	sp|P04441|HG2A_MOUSE	305977.675219798	283862.338830056	416535.194541354	299740.163003551	1297268.57249511	1145129.66912572	961177.454713712	210749.44097112	215240.083891428	220934.73822901
Cd74	sp|P04441-2|HG2A_MOUSE	306231.359546518	288994.886158872	415692.721099061	300598.560977544	1273440.56716181	1138721.73751124	932426.36421586	215399.836864745	220134.465542979	219458.816110591
Mrpl37	sp|Q921S7|RM37_MOUSE	226602.213421124	217869.879288367	212666.540270319	218059.236697041	253728.165788767	256785.629085897	234126.396738506	213375.265504901	216939.209436198	211204.893441119
Med8	sp|Q9D7W5|MED8_MOUSE	369112.760047059	391266.522832487	397999.994315277	353334.374905873	421525.220041242	426139.980217043	362957.14111797	283680.245189965	261420.275601015	283751.266827267
Wdr45b	sp|Q9CR39|WIPI3_MOUSE	750872.309678337	788482.492822627	789681.528023192	792109.384282878	834731.272695102	900863.296081967	809208.364394166	790727.434003565	769815.405693697	813543.984082451
Anapc13	sp|Q8R034|APC13_MOUSE	40394.8373752609	43424.3788411469	47538.8300524741	44475.2144222026	52700.1391146735	52221.755667944	44780.2249187115	33956.3359908206	36921.3086191346	37677.5044741189
Prmt3	sp|Q922H1|ANM3_MOUSE	293862.607625685	277499.357238452	306580.610660092	275091.3025408	307600.537519138	321392.814208082	294031.90142457	213760.927366738	217881.941517589	218346.301535527
Msh2	sp|P43247|MSH2_MOUSE	523643.619617422	521652.661967228	525164.44615227	489387.241096159	651007.972811126	645993.333100013	515323.011958204	314475.193872707	331383.10505022	323052.214012139
Ppp3cc	sp|P48455|PP2BC_MOUSE	1195783.30396791	1246682.5324391	1186895.98194403	1521882.43934139	1049304.15553767	940833.124971417	1126923.66597501	2227907.56439054	2342930.52673446	2130488.30871357
Tubg2	sp|Q8VCK3|TBG2_MOUSE	1602159.67579839	1700028.58406167	1651925.62802749	1740904.73573502	1836717.74416696	1800846.9203764	1607610.11014419	1725927.24161573	1640442.91083846	1741680.69506214
Aldh4a1	sp|Q8CHT0|AL4A1_MOUSE	1164576.80751811	1186120.34349097	1158219.01549272	1147576.1708916	1203348.9854926	1225120.76793147	1244602.88288367	1176692.4605453	1020428.76666788	1049572.69681698
Yif1b	sp|Q9CX30|YIF1B_MOUSE	172250.385650288	180815.345562356	174498.790355543	173019.002794433	169805.666807777	179217.108985745	171139.838354237	172415.963457581	176373.784372354	168476.544449328
Yif1b	tr|D3Z5F9|D3Z5F9_MOUSE	48084.7432566203	51025.2878706181	50483.9235478415	51021.4775953691	47269.3268390129	48353.1344700165	47239.543460925	45068.2641260153	48638.286525766	47561.465355654
Wasl	sp|Q91YD9|WASL_MOUSE	700736.506630049	644597.035608622	674479.34326561	710077.921966059	633151.853587782	634512.654476811	652463.354262071	686756.014809658	704883.433872393	718289.628534675
Gclc	sp|P97494|GSH1_MOUSE	1199458.92789916	1182693.94077839	1160407.59006755	1184630.45442193	1095858.23834428	1112633.41301151	1154151.93008518	1232770.81424981	1235771.77485129	1186352.60733046
Sugp2	sp|Q8CH09|SUGP2_MOUSE	600287.516683812	629450.995096984	557046.658697489	624211.591554393	580471.419739723	637301.85771091	579432.610709847	721916.228154911	705850.561566714	738594.641253933
Atg7	sp|Q9D906|ATG7_MOUSE	2251762.89474938	2176979.26117464	2325536.30090136	2355464.76364158	2054596.69831485	2208113.68706778	2209849.87275704	2605420.93010718	2610083.091261	2511701.44443566
Iqsec2	sp|Q5DU25|IQEC2_MOUSE	2658412.03921697	2428907.7734997	2295066.42183144	3151362.01510467	2538452.45340087	2273114.44008218	2658737.03583742	5052062.13771528	4570312.29566467	4587315.72392787
Itpr1	sp|P11881|ITPR1_MOUSE	2127316.74389499	1833693.53202984	1297435.99294901	1411567.25657371	1320927.70173973	1227072.24842807	1253812.077506	2301692.78156282	2380037.73723495	2210750.09059328
Itpr1	sp|P11881-2|ITPR1_MOUSE	2127475.63414864	1833652.40649838	1299234.46558221	1411089.79472683	1321122.97276623	1228961.68900191	1256104.24426257	2297132.87738173	2376540.43991682	2208233.52150104
Katnal1	sp|Q8K0T4|KATL1_MOUSE	654933.852457243	652421.706450078	679307.705619507	670816.211219028	609696.240433965	588998.213528113	618060.558373047	726108.109152344	680599.438985468	724095.940697267
Jam2	sp|Q9JI59|JAM2_MOUSE	188017.686845115	162901.181884113	165259.233818531	157928.826769986	276452.037564031	277217.85394913	256047.197685331	144991.798218281	146750.852009136	153288.815607081
Fbxo22	sp|Q78JE5|FBX22_MOUSE	770323.02962173	757394.916911608	789141.679370511	761084.170983451	812894.254340825	880383.948283569	764583.982739193	771408.75285837	767175.785695826	751205.504808637
Igf2bp2	sp|Q5SF07|IF2B2_MOUSE	741689.600342372	652457.415306457	863420.941873751	528986.051307968	624204.500686572	592720.589868544	519622.717803137	266159.07628875	266995.50607476	273594.133165317
Bid	sp|P70444|BID_MOUSE	193681.866396115	186465.045005303	201996.01066595	196513.564923996	217399.075873711	216665.211491415	204415.113879356	156744.30123878	158941.920312394	162893.169646817
Wdr47	sp|Q8CGF6|WDR47_MOUSE	420538.462820638	451360.60732753	449526.903266398	497210.084098461	363512.226565389	376457.956350267	410483.099624674	620788.122711675	623960.639924627	613554.455945383
Klc4	sp|Q9DBS5|KLC4_MOUSE	2312012.7996525	2288474.8500699	2293023.32295203	2169772.09549364	2386604.19736737	2365040.30975462	2299700.47410766	1917419.04116905	1903617.92457975	1964716.29369835
Cspg4	sp|Q8VHY0|CSPG4_MOUSE	1290326.06815027	1411749.05188723	1255961.04013429	1299271.96999611	2200071.26418205	2215738.36934736	1829253.9578393	842267.286228301	883147.227315631	894715.269755609
Sparcl1	sp|P70663|SPRL1_MOUSE	513848.450845695	553753.4279363	510729.809096909	509350.74711677	543258.910688285	540988.422871724	714354.620752902	653056.517404091	678781.355628789	737092.31100949
Icam5	sp|Q60625|ICAM5_MOUSE	769245.632873994	612252.507421027	654313.108420374	901482.626977983	935962.773145797	688563.186681986	893028.68512704	1296090.4674226	1209385.43254375	1354344.70254857
Mgea5	sp|Q9EQQ9|OGA_MOUSE	1900694.88238532	1921683.05003336	1993053.01781687	1875412.15694839	1982947.86367754	2014335.41529615	1918753.18769216	1931951.82371606	1966841.04462815	2000204.41373819
Mrpl39	sp|Q9JKF7|RM39_MOUSE	339865.585355213	343613.553831426	345564.529321912	328657.107178119	411091.719707063	386887.873620757	355447.481263567	319092.460457993	317228.634519835	320342.329959162
Rap1gap2	sp|Q5SVL6|RPGP2_MOUSE	864506.989595083	885673.739451962	840971.664851518	988074.398175661	641453.899185257	726663.959056911	854102.582218486	1639250.06567486	1660479.85797408	1580592.67877165
Gatad2a	sp|Q8CHY6|P66A_MOUSE	369056.504718388	358806.707182221	382369.550357271	343026.995704638	439654.762698662	439975.243605768	350920.561551506	235482.644619465	249958.717556038	248898.684497713
Mcm7	sp|Q61881|MCM7_MOUSE	515063.08189168	552518.352956256	535129.76557665	511185.96006382	835397.999063575	873468.744504072	545077.239616325	289796.922897276	297348.786378732	294930.375370833
Prkag2	sp|Q91WG5|AAKG2_MOUSE	495986.930882519	442003.072757597	511517.352093931	544858.138418789	458191.740088664	428140.439454431	501173.111048676	604688.218764118	573059.215531729	612225.10496069
Uckl1	sp|Q91YL3|UCKL1_MOUSE	216984.051292141	207896.118635116	230555.353059152	208859.427960231	214296.756138604	204230.610591093	222651.843532399	196464.694999296	215860.314909702	214708.536956081
Slc8a3	tr|S4R2P9|S4R2P9_MOUSE	165490.117786723	182298.988327525	157075.127060583	170977.902406625	133497.148954998	146301.10699289	163442.965921317	194504.123938411	200026.551188972	188096.19075549
Slc8a3	tr|E9PX50|E9PX50_MOUSE	164219.647241667	183091.384553287	156965.857637239	170426.078869327	132812.484477077	145509.002244678	162551.447949096	197073.958348831	203135.633468892	187069.62675255
Slc8a3	tr|Q7TS90|Q7TS90_MOUSE	164742.284796248	183221.313471853	155941.474562357	169769.086856583	133079.695977998	147472.47703425	162815.436128989	195661.829184616	200491.149298711	189191.921137482
Mettl7a1	tr|Q8C6B0|Q8C6B0_MOUSE	286411.914118188	288129.698448043	280221.361422225	267298.078311549	279335.995624735	253433.755992923	312190.285728007	284092.756410594	302625.162384658	273030.985911846
Palm2	sp|Q8BR92|PALM2_MOUSE	1639186.03868616	1670312.18062828	1615526.44790711	1842171.57968774	1275997.5394446	1272199.89845145	1587738.64791137	2073476.1915559	2012763.32555362	2069641.77850249
Psmd5	sp|Q8BJY1|PSMD5_MOUSE	546705.958350869	514414.085549132	516209.372906553	519398.810052761	586659.155737275	577843.632252037	537681.000156181	460655.777630933	441815.96131903	460595.868099469
Entpd2	sp|O55026|ENTP2_MOUSE	349652.108386225	385388.44243702	310005.076312165	373351.655015972	379305.508853063	367395.865497899	390583.305709315	465307.933916224	457305.855984677	523713.75609022
Bcap29	sp|Q61334|BAP29_MOUSE	594838.066477943	646322.589768922	625874.842351669	580160.850709917	601646.140273036	617028.660218393	572957.29279513	574808.939818803	562807.311162101	602751.407516967
Rapgef2	sp|Q8CHG7|RPGF2_MOUSE	818478.86466423	720884.095388501	806185.23877234	956895.119911933	831154.522303202	789912.837344023	886680.994981283	1093775.09006558	1060522.11692077	1130278.87024387
Dock1	sp|Q8BUR4|DOCK1_MOUSE	568301.942085824	539881.464060478	584642.541649088	527277.889641424	697661.4598757	730858.379641764	600200.434310267	364002.763446885	385303.586590005	379729.473892227
Dhx30	sp|Q99PU8|DHX30_MOUSE	1452004.63127434	1465367.60278736	1453050.74318719	1356532.82692962	1591898.55728094	1646565.66920618	1422809.68279926	1391779.80382083	1358612.90577563	1302780.00342646
Aqp4	sp|P55088|AQP4_MOUSE	880589.584790471	751705.114909884	822277.60912932	778521.829484322	681667.48256498	685388.135515876	869960.775136702	582019.177751583	555911.273416678	686065.277308571
Coq6	sp|Q8R1S0|COQ6_MOUSE	403123.267118957	409092.910047362	413453.575404063	429698.428319561	414654.386266706	417734.697564858	416866.640239968	472632.350648105	436866.53427958	455547.513585327
Fmnl1	sp|Q9JL26|FMNL_MOUSE	831587.497123878	745724.965471762	839951.699553205	842513.894258345	792517.708774355	717990.027384833	866680.581044877	866322.912339429	866409.094678563	887570.196454182
Fmnl1	sp|Q9JL26-2|FMNL_MOUSE	826038.017612767	733923.919506111	828257.729594931	843826.422544761	777653.570333804	705508.540499416	863985.259004595	884138.311386642	887145.872707189	905578.573190636
Dut	tr|Q8VCG1|Q8VCG1_MOUSE	88219.8245620715	103055.323949767	91653.4783736916	85484.126516245	112290.385026268	120559.789205912	81574.2890883376	67573.253375435	67136.9835998904	63023.5309799484
Hcls1	sp|P49710|HCLS1_MOUSE	488894.125952503	468139.236812994	547390.194576461	437560.090343194	512638.160797709	416920.467835594	481736.047559052	207659.465778644	213909.115588731	213540.848728547
Cacnb3	sp|P54285|CACB3_MOUSE	452901.90830442	448938.272870462	433874.047462475	500230.723705228	402459.720503195	390926.071383783	452940.871143406	870075.162751613	760074.466857324	820932.942557372
Nup37	sp|Q9CWU9|NUP37_MOUSE	398157.45954699	413163.966540206	414099.722183015	406673.574536566	515726.103676697	520514.854284617	414013.480393937	297332.635203116	290121.661115994	294658.115387618
Ctsh	sp|P49935|CATH_MOUSE	1020793.52931321	1016962.74028582	1077957.97544113	758579.805648038	1372696.84443571	1157932.30665738	995494.790243105	325890.039248061	339562.962008585	341467.641043773
Ddx18	sp|Q8K363|DDX18_MOUSE	862552.917114811	909758.151134367	876667.254895938	792889.15742205	1007225.73541492	1117376.01424577	795609.423840076	405379.823480597	424196.835039677	420601.270406996
Cyp51a1	sp|Q8K0C4|CP51A_MOUSE	886856.021545923	872960.677271706	915311.470856377	844051.773787467	788129.594188404	861415.071121507	729174.016323937	471902.573280096	482850.911139847	471332.999733003
Sik3	sp|Q6P4S6|SIK3_MOUSE	806661.941777565	883284.949527828	831079.253827988	851304.056741992	806532.216007287	837991.600861178	809179.490736138	893967.310757723	879477.487710051	865853.695681654
Sik3	tr|E9PU87|E9PU87_MOUSE	806845.522974288	882378.470130736	829899.856110837	851485.057876688	806534.742976432	838852.864711226	808306.184923903	894024.092821507	880838.116699835	865196.678293352
Copz1	sp|P61924|COPZ1_MOUSE	976565.844975924	997638.189859503	1081876.07697478	942402.024178259	1137683.05693765	1147940.18750403	1018739.53779026	672810.102269504	690467.959205625	693452.333976028
Drg1	sp|P32233|DRG1_MOUSE	868642.529473786	865954.881595927	898181.227599613	844743.592652345	944142.375820922	940322.850204659	872728.211463504	561594.672383833	566197.614725591	586451.183994368
Sgtb	sp|Q8VD33|SGTB_MOUSE	331310.223233366	376326.804164203	326519.958628123	363597.469210399	261826.196782839	290029.873507292	312977.481631078	714473.690173563	729245.797287977	686187.618477501
Nup35	sp|Q8R4R6|NUP53_MOUSE	326966.596403232	330560.387062108	330759.596342613	325385.010017507	373914.551950893	372320.54410868	319698.236494635	280809.339707168	287018.051231458	303076.939476508
Naa20	sp|P61600|NAA20_MOUSE	228126.183522796	222782.250186529	242448.393264686	221801.322813386	231339.514767932	238927.193353009	232387.132909944	179352.43383268	195778.562730748	176311.458730188
Rab30	sp|Q923S9|RAB30_MOUSE	843037.821827122	836226.025466103	824214.071416122	832101.559338659	710135.71745619	701708.354680079	860093.401226717	970476.932554413	984270.931403022	953429.660351128
Nt5dc2	tr|Q91X76|Q91X76_MOUSE	184722.107178959	183137.335584998	187113.240730782	179373.86065917	195804.377354564	207765.642666008	163149.249219488	106772.416202897	108517.520815097	106790.723408909
Letmd1	sp|Q924L1|LTMD1_MOUSE	472318.934067008	504779.996269888	479479.441541501	466590.737002342	478624.715713591	479846.326882142	446760.440592365	551816.052716205	609024.858027847	571746.435407906
Itih3	sp|Q61704|ITIH3_MOUSE	496774.995487951	607895.602732704	659164.808476367	505066.335740912	465107.547521712	477655.252126587	480957.439431573	424014.381832258	409538.99246792	394469.088212374
Mmab	sp|Q9D273|MMAB_MOUSE	243565.588536167	266196.909755945	230153.462878091	247531.266763608	227295.115498776	214249.709178593	248187.587374778	319309.072207449	319911.967394789	342593.753288086
